Car_Name,Year,Selling_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,engine,max_power,seats,mileage
Maruti Swift Dzire VXi,2010,240000,60000,Petrol,Individual,Manual,Second Owner,1298,85.8,5,17.5
Datsun RediGO 1.0 S,2017,220000,60000,Petrol,Individual,Manual,First Owner,999,67,5,22.5
Tata Tiago 1.2 Revotron XM,2016,350000,30000,Petrol,Individual,Manual,First Owner,1199,84,5,23.84
Honda Amaze VX i-DTEC,2018,675000,40000,Diesel,Individual,Manual,First Owner,1498,98.6,5,25.8
Toyota Etios Cross 1.2L G,2016,434999,50000,Petrol,Individual,Manual,Second Owner,1197,78.8,5,18.16
Mahindra KUV 100 mFALCON G80 K6 AW,2016,400000,14000,Petrol,Individual,Manual,Second Owner,1198,82,6,18.15
Chevrolet Tavera Neo 3 9 Str BSIII,2015,425000,70000,Diesel,Individual,Manual,First Owner,2499,72.4,9,13.58
Maruti Ritz Genus VDi,2010,311000,94000,Diesel,Individual,Manual,Second Owner,1248,75,5,21.1
Ford Figo 1.5D Trend MT,2015,530000,79000,Diesel,Individual,Manual,Second Owner,1498,99,5,25.83
Skoda Octavia Rider 1.9 AT TDI,2008,210000,120000,Diesel,Individual,Manual,Second Owner,1896,66,5,18.7
Mahindra Marazzo M2 8Str BSIV,2019,977000,30000,Diesel,Individual,Manual,First Owner,1497,121,8,17.3
Maruti Wagon R VXI BS IV,2018,440000,20000,Petrol,Individual,Manual,First Owner,998,67.04,5,20.51
Maruti Wagon R VXI BS IV,2018,440000,17000,Petrol,Individual,Manual,First Owner,998,67.04,5,20.51
Hyundai i20 1.2 Spotz,2018,655000,20000,Petrol,Individual,Manual,First Owner,1197,81.83,5,18.6
Renault KWID RXT Optional,2016,295000,60000,Petrol,Individual,Manual,First Owner,799,53.3,5,25.17
Hyundai Getz 1.1 GLE,2007,65000,70000,Petrol,Individual,Manual,Third Owner,1086,66.6,5,15
Tata Indigo CS eLX BS IV,2010,200000,60000,Diesel,Individual,Manual,First Owner,1396,69,5,23.03
Hyundai i20 Active 1.4 SX with AVN,2016,750000,40000,Diesel,Individual,Manual,First Owner,1396,88.73,5,21.19
Honda Amaze E i-VTEC,2017,475000,57000,Petrol,Individual,Manual,First Owner,1198,86.7,5,17.8
Tata Indigo VS,2012,110000,120000,Diesel,Individual,Manual,Second Owner,1405,70,5,17.8
Renault KWID 1.0 RXT 02 Anniversary Edition,2017,350000,30000,Petrol,Individual,Manual,First Owner,999,67,5,23.01
Maruti Swift Dzire Tour LDI,2016,450000,175000,Diesel,Individual,Manual,First Owner,1248,74,5,23.4
Tata Indigo LX,2010,150000,90000,Diesel,Individual,Manual,First Owner,1405,70,5,17
Tata Indica V2 DLS,2009,80000,110000,Diesel,Individual,Manual,Second Owner,1396,53.5,5,17.2
Hyundai i20 Magna 1.2,2015,430000,35000,Petrol,Individual,Manual,Second Owner,1197,81.83,5,18.6
Honda City i DTec S,2016,670000,60000,Diesel,Individual,Manual,First Owner,1498,98.6,5,26
Honda Amaze S i-Dtech,2015,440000,50000,Diesel,Individual,Manual,First Owner,1498,98.6,5,25.8
Hyundai i20 1.4 CRDi Era,2012,254999,90000,Diesel,Individual,Manual,First Owner,1396,90,5,23
Datsun GO Plus A Option Petrol,2018,530000,65000,Petrol,Individual,Manual,First Owner,1198,67.05,7,19.02
Mahindra XUV500 W4 1.99 mHawk,2016,890000,40000,Diesel,Individual,Manual,Second Owner,1997,140,7,16
Volkswagen Polo Diesel Comfortline 1.2L,2013,280000,80000,Diesel,Individual,Manual,Second Owner,1199,73.9,5,22.07
Maruti Swift Dzire AMT ZXI,2017,725000,35000,Petrol,Individual,Automatic,First Owner,1197,81.8,5,21.21
Mahindra TUV 300 T8,2016,700000,30000,Diesel,Individual,Manual,First Owner,1493,100,7,18.49
Maruti Zen Estilo LXI BSIII,2007,90000,70000,Petrol,Individual,Manual,First Owner,998,67.1,5,18.2
Hyundai i10 Magna 1.1L,2015,287000,100000,Petrol,Individual,Manual,Second Owner,1086,68.05,5,19.81
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,750000,80000,Diesel,Individual,Manual,Second Owner,2494,100.6,7,12.99
Hyundai Verna 1.4 VTVT,2016,650000,40000,Petrol,Individual,Manual,First Owner,1396,105.5,5,17.43
Maruti Wagon R LXI BS IV,2013,240000,108916,Petrol,Individual,Manual,Second Owner,998,67.04,5,20.51
Hyundai EON Magna Optional,2013,290000,40000,Petrol,Individual,Manual,Second Owner,814,55.2,5,21.1
Hyundai EON Era Plus,2014,229999,80000,Petrol,Individual,Manual,First Owner,814,55.2,5,21.1
Honda City i DTec VX,2016,1000000,50000,Diesel,Individual,Manual,Second Owner,1498,98.6,5,26
Hyundai Santro Xing GL Plus,2012,200000,90000,Petrol,Individual,Manual,Second Owner,1086,62.1,5,17.92
Maruti Alto LX,2004,90000,70000,Petrol,Individual,Manual,Fourth & Above Owner,796,46.3,5,19.7
Hyundai i20 1.4 CRDi Asta,2012,330000,90000,Diesel,Individual,Manual,First Owner,1396,90,5,23
Maruti Ritz VDi ABS,2009,200000,70000,Diesel,Individual,Manual,First Owner,1248,73.9,5,21.1
Mahindra KUV 100 D75 K4 Plus,2018,420000,31000,Diesel,Individual,Manual,First Owner,1198,77,6,25.32
Maruti Swift Dzire VDi,2009,260000,120000,Diesel,Individual,Manual,Second Owner,1248,73.9,5,19.3
Hyundai i20 Sportz 1.2,2016,590000,40000,Petrol,Individual,Manual,First Owner,1197,81.83,5,18.6
Maruti Swift VDI BSIV,2015,545000,180000,Diesel,Individual,Manual,First Owner,1248,74,5,25.2
Maruti Wagon R LXI BS IV,2011,210000,90000,Petrol,Individual,Manual,Second Owner,998,67.1,5,18.9
Honda City 2017-2020 GXi,2008,185000,110000,Petrol,Individual,Manual,Second Owner,1497,78,5,17.7
Maruti Wagon R LXI,2006,125000,59000,Petrol,Individual,Manual,Second Owner,998,67.1,5,18.9
Hyundai EON Magna Plus,2014,280000,60000,Petrol,Individual,Manual,Second Owner,814,55.2,5,21.1
Maruti Wagon R VXI,2005,98000,70000,Petrol,Individual,Manual,Second Owner,998,67.1,5,18.9
Tata Indica Vista Aqua 1.4 TDI,2009,100000,190000,Diesel,Individual,Manual,First Owner,1405,71,5,17
Mahindra Verito Vibe 1.5 dCi D4,2013,250000,180000,Diesel,Individual,Manual,First Owner,1461,64.1,5,20.8
Chevrolet Optra Magnum 2.0 LS,2007,160000,130000,Diesel,Individual,Manual,Second Owner,1991,123.7,5,16.52
Hyundai Verna 1.6 CRDi EX AT,2013,509999,120000,Diesel,Individual,Automatic,Second Owner,1582,126.3,5,22.32
Tata Indica V2 DL,2009,95000,80000,Diesel,Individual,Manual,Second Owner,1396,52.8,5,17.88
Hyundai Verna 1.6 SX CRDi (O),2014,525000,80000,Diesel,Individual,Manual,Second Owner,1582,126.32,5,22.32
Datsun RediGO 1.0 T Option,2017,278000,20000,Petrol,Individual,Manual,First Owner,999,67,5,22.5
Maruti 800 AC,1997,50000,60000,Petrol,Individual,Manual,Second Owner,796,37,4,16.1
Volkswagen Polo Diesel Highline 1.2L,2011,254999,120000,Diesel,Individual,Manual,Third Owner,1199,73.9,5,22.07
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,950000,51000,Diesel,Individual,Manual,First Owner,1248,88.5,5,25.1
Honda City 2017-2020 GXi,2007,229999,60000,Petrol,Individual,Manual,Third Owner,1497,78,5,17.7
Maruti Alto 800 VXI Optional,2017,330000,20000,Petrol,Individual,Manual,First Owner,796,47.3,5,24.7
Maruti Alto K10 VXI,2017,350000,40000,Petrol,Individual,Manual,First Owner,998,67.05,5,23.95
Volkswagen Polo 1.2 MPI Comfortline,2016,560000,35000,Petrol,Individual,Manual,First Owner,1199,74,5,16.2
Maruti Wagon R VXI BS IV,2017,440000,30000,Petrol,Individual,Manual,First Owner,998,67.04,5,20.51
Maruti A-Star Vxi,2011,220000,90000,Petrol,Individual,Manual,Second Owner,998,66.1,5,19
Maruti Swift Dzire ZDI,2017,750000,110000,Diesel,Individual,Manual,Second Owner,1248,74.02,5,28.4
Mahindra XUV500 W6 2WD,2015,800000,140000,Diesel,Individual,Manual,First Owner,2179,140,7,15.1
Tata Indica V2 DLX,2007,59259,104000,Diesel,Individual,Manual,Second Owner,1396,53.5,5,17.2
Mahindra Thar DI 4X4 PS,2015,750000,16000,Diesel,Individual,Manual,First Owner,2523,63,7,18.06
Maruti Baleno RS 1.0 Petrol,2019,780000,7200,Petrol,Individual,Manual,First Owner,998,100.5,5,21.1
Volkswagen Polo Diesel Comfortline 1.2L,2011,320000,77000,Diesel,Individual,Manual,Second Owner,1199,73.9,5,22.07
Mahindra KUV 100 D75 K8 Dual Tone,2017,690000,40000,Diesel,Individual,Manual,First Owner,1198,77,6,25.32
Maruti Swift Dzire ZDi,2012,375000,70000,Diesel,Individual,Manual,Second Owner,1248,73.9,5,19.3
Ford Figo 1.2P Sports Edition MT,2017,620000,50000,Petrol,Individual,Manual,First Owner,1196,86.8,5,18.12
Hyundai Santro Xing GL Plus LPG,2015,300000,85000,LPG,Individual,Manual,First Owner,1086,62.1,5,18.83
Maruti Eeco 7 Seater Standard BSIV,2016,370000,58000,Petrol,Individual,Manual,Second Owner,1196,73,7,15.37
Mahindra Thar 4X4,2013,770000,85000,Diesel,Individual,Manual,First Owner,2498,105,7,16.55
Hyundai Xcent 1.2 Kappa S Option,2014,500000,65000,Petrol,Individual,Manual,First Owner,1197,81.86,5,19.1
Mahindra KUV 100 mFALCON D75 K2,2017,450000,120000,Diesel,Individual,Manual,First Owner,1198,77,6,25.32
Hyundai Santro Xing GL Plus,2013,195000,50000,Petrol,Individual,Manual,Second Owner,1086,62.1,5,17.92
Maruti Wagon R AMT VXI Option,2018,472000,30000,Petrol,Individual,Automatic,First Owner,998,67,5,20.51
Maruti Alto K10 VXI,2014,250000,58000,Petrol,Individual,Manual,Second Owner,998,67.05,5,23.95
Chevrolet Beat Diesel,2011,165000,70000,Diesel,Individual,Manual,Second Owner,936,57.6,5,25.44
Tata Zest Quadrajet 1.3 XT,2018,525000,110000,Diesel,Individual,Manual,Second Owner,1248,88.7,5,20.65
Maruti Wagon R LXI,2003,145000,65000,Petrol,Individual,Manual,Third Owner,998,67.1,5,18.9
Tata Indica Vista Quadrajet 90 VX,2013,325000,100000,Diesel,Individual,Manual,First Owner,1248,88.8,5,22.3
Mahindra Bolero Power Plus ZLX,2017,660000,60000,Diesel,Individual,Manual,Second Owner,1493,70,7,16.5
Ford Classic 1.4 Duratorq CLXI,2014,310000,90000,Diesel,Individual,Manual,Second Owner,1399,67,5,19.68
Ford Classic 1.4 Duratorq CLXI,2014,330000,100000,Diesel,Individual,Manual,Second Owner,1399,67,5,19.68
Ford Figo Diesel Titanium,2012,250000,80000,Diesel,Individual,Manual,Second Owner,1399,68,5,20
Mahindra NuvoSport N8 AMT,2017,650000,60000,Diesel,Individual,Automatic,First Owner,1493,100,7,17.45
Maruti Alto K10 VXI,2016,305000,40000,Petrol,Individual,Manual,First Owner,998,67.05,5,23.95
Maruti Ciaz VDi Plus,2015,600000,50000,Diesel,Individual,Manual,First Owner,1248,88.5,5,26.21
Maruti Wagon R LXI Optional,2015,280000,110000,Petrol,Individual,Manual,First Owner,998,67.04,5,20.51
Tata Indigo CR4,2011,153000,50000,Diesel,Individual,Manual,Second Owner,1396,70,5,23.57
Mahindra TUV 300 mHAWK100 T8,2018,700000,30000,Diesel,Individual,Manual,First Owner,1493,100,7,18.49
Renault KWID RXL,2017,325000,40000,Petrol,Individual,Manual,First Owner,799,53.3,5,25.17
Maruti 800 AC,2006,155000,70000,Petrol,Individual,Manual,Second Owner,796,37,4,16.1
Maruti Alto K10 2010-2014 VXI,2012,235000,80000,Petrol,Individual,Manual,Third Owner,998,67.1,5,20.92
Maruti Swift VXI Optional,2016,500000,15000,Petrol,Individual,Manual,First Owner,1197,81.8,5,20.4
Mahindra Bolero DI,2004,120000,150000,Diesel,Individual,Manual,Second Owner,2523,63,7,13.6
Skoda Rapid 1.5 TDI AT Style Plus,2016,675000,88000,Diesel,Dealer,Automatic,First Owner,1498,103.52,5,21.66
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,950000,80000,Diesel,Dealer,Manual,First Owner,2494,100.6,7,12.99
Volkswagen Polo 2015-2019 GT 1.5 TDI,2016,591000,60000,Diesel,Dealer,Manual,First Owner,1498,108.5,5,21.49
Hyundai i20 Asta 1.4 CRDi,2015,585000,72000,Diesel,Dealer,Manual,First Owner,1396,88.73,5,22.54
Honda City i-VTEC CVT ZX,2017,1025000,68140,Petrol,Dealer,Automatic,First Owner,1497,117.6,5,18
Maruti Swift VDI,2014,450000,53190,Diesel,Dealer,Manual,First Owner,1248,74,5,28.4
Hyundai i20 2015-2017 Sportz 1.4 CRDi,2014,484999,70100,Diesel,Dealer,Manual,First Owner,1396,88.73,5,22.54
Honda Jazz 1.5 S i DTEC,2018,650000,47725,Diesel,Dealer,Manual,First Owner,1498,98.6,5,27.3
Maruti Swift Dzire VDI,2014,434999,70195,Diesel,Dealer,Manual,Second Owner,1248,74.02,5,28.4
Ford Figo Diesel EXI,2011,195000,77395,Diesel,Dealer,Manual,Second Owner,1399,68,5,20
Mahindra Marazzo M2 8Str BSIV,2019,1000000,17000,Diesel,Dealer,Manual,First Owner,1497,121,8,17.3
Hyundai Elantra CRDi SX Option AT,2013,650000,64000,Diesel,Dealer,Automatic,First Owner,1498,113.42,5,14.62
Chevrolet Beat Diesel LS,2014,190000,74321,Diesel,Dealer,Manual,First Owner,936,56.3,5,25.44
Maruti Swift Dzire ZDI,2013,409999,80235,Diesel,Dealer,Manual,Second Owner,1248,74.02,5,28.4
Hyundai Creta 1.6 CRDi AT SX Plus,2016,1050000,77150,Diesel,Dealer,Automatic,First Owner,1582,126.2,5,17.01
Volkswagen Vento 1.5 TDI Highline Plus AT,2015,651000,69000,Diesel,Dealer,Automatic,First Owner,1498,108.6,5,22.15
Maruti SX4 S Cross 2015-2017 DDiS 200 Alpha,2015,650000,57000,Diesel,Dealer,Manual,First Owner,1248,88.5,5,23.65
Skoda Rapid 1.5 TDI Ambition Plus,2017,750000,89000,Diesel,Dealer,Manual,First Owner,1498,103.6,5,21.14
Volkswagen Passat Highline DSG S (Spl. Edition),2012,799000,61100,Diesel,Dealer,Automatic,First Owner,1968,140,5,14.3
Skoda Octavia Ambiente 1.9 TDI,2010,355000,116000,Diesel,Individual,Manual,First Owner,1896,66,5,18.7
Hyundai Verna 1.6 CRDi S Option,2015,600000,80000,Diesel,Individual,Manual,First Owner,1582,126.32,5,23.9
Maruti Swift VDI,2018,685000,26000,Diesel,Individual,Manual,First Owner,1248,74,5,28.4
Maruti Swift LDI,2018,509999,100000,Diesel,Individual,Manual,First Owner,1248,74,5,28.4
Maruti Swift Dzire Vdi BSIV,2017,650000,82050,Diesel,Individual,Manual,First Owner,1248,73.9,5,19.3
Mahindra XUV500 W8 4WD,2012,675000,120000,Diesel,Individual,Manual,Second Owner,2179,140,7,15.1
Renault KWID AMT,2018,319000,30000,Petrol,Individual,Automatic,First Owner,999,67,5,24.04
Honda Amaze S Petrol BSIV,2019,640000,6000,Petrol,Individual,Manual,First Owner,1199,88.76,5,19.5
Hyundai i20 1.2 Asta,2017,650000,30000,Petrol,Individual,Manual,First Owner,1197,81.83,5,18.6
Maruti Ertiga VDI,2015,650000,70000,Diesel,Individual,Manual,First Owner,1248,88.76,7,20.77
Maruti Swift Ldi BSIII,2008,175000,120000,Diesel,Individual,Manual,First Owner,1248,75,5,17.8
Hyundai Grand i10 CRDi SportZ Edition,2014,375000,76000,Diesel,Individual,Manual,Third Owner,1120,70,5,24
Hyundai Grand i10 CRDi Asta,2014,430000,80000,Diesel,Individual,Manual,Second Owner,1120,70,5,24
Tata Indica V2 DLS,2008,65000,110000,Diesel,Individual,Manual,Second Owner,1396,53.5,5,17.2
Hyundai Accent GLS,2009,150000,70000,Petrol,Individual,Manual,Third Owner,1495,94,5,13.2
Hyundai i20 Active S Petrol,2019,620000,13000,Petrol,Individual,Manual,First Owner,1197,81.86,5,17.19
Ford Classic 1.6 Duratec CLXI,2013,250000,60000,Petrol,Individual,Manual,Second Owner,1596,99.6,5,14.09
Maruti Ritz VDi,2011,275000,165000,Diesel,Individual,Manual,First Owner,1248,73.9,5,21.1
Chevrolet Tavera Neo 3 LS 10 Seats BSIII,2013,454000,120000,Diesel,Individual,Manual,Second Owner,2499,72.4,10,13.58
Mahindra TUV 300 T4,2017,600000,30000,Diesel,Individual,Manual,Second Owner,1493,100,7,18.49
Volkswagen Vento Diesel Comfortline,2011,400000,100000,Diesel,Individual,Manual,Second Owner,1598,103.6,5,20.54
Mahindra Renault Logan 1.5 DLE Diesel,2007,180000,187000,Diesel,Individual,Manual,Second Owner,1461,65,5,19.2
Maruti Vitara Brezza VDi,2016,750000,70000,Diesel,Individual,Manual,First Owner,1248,88.5,5,24.3
Maruti Swift VXI Optional,2016,500000,40000,Petrol,Individual,Manual,First Owner,1197,81.8,5,20.4
Honda Mobilio RS Option i DTEC,2015,1000000,46000,Diesel,Individual,Manual,First Owner,1498,98.6,7,24.5
Maruti Baleno Alpha 1.3,2017,740000,24400,Diesel,Individual,Manual,First Owner,1248,74,5,27.39
Hyundai Grand i10 Nios Sportz,2020,775000,2000,Petrol,Dealer,Manual,First Owner,1197,81.86,5,20.7
Renault Lodgy 85PS RxL,2017,695000,34000,Diesel,Dealer,Manual,First Owner,1461,83.8,8,21.04
Hyundai Elite i20 Asta Option CVT BSIV,2018,730000,31000,Petrol,Dealer,Automatic,First Owner,1197,81.86,5,17.4
Maruti Celerio ZXI Optional AMT BSIV,2016,434999,10000,Petrol,Dealer,Automatic,First Owner,998,67.04,5,23.1
Hyundai Creta 1.6 CRDi SX,2015,850000,59235,Diesel,Dealer,Manual,First Owner,1582,126.2,5,19.67
Honda Amaze S i-Dtech,2014,520000,48000,Diesel,Individual,Manual,First Owner,1498,98.6,5,25.8
Mahindra Xylo D4,2018,650000,114000,Diesel,Individual,Manual,First Owner,2489,93.7,7,14.95
Maruti Swift Dzire LDi,2011,430000,120000,Diesel,Individual,Manual,Second Owner,1248,73.9,5,19.3
Hyundai i20 Magna Optional 1.4 CRDi,2013,360000,144000,Diesel,Individual,Manual,First Owner,1396,88.8,5,21.9
Hyundai i20 Magna Optional 1.4 CRDi,2013,350000,144000,Diesel,Individual,Manual,First Owner,1396,88.8,5,21.9
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,791000,190000,Diesel,Individual,Manual,First Owner,1248,88.5,5,24.3
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,950000,190000,Diesel,Individual,Manual,Second Owner,2494,100.6,7,12.99
Maruti Swift VDI,2019,690000,20000,Diesel,Individual,Manual,First Owner,1248,74,5,28.4
Hyundai Verna CRDi 1.6 EX,2017,860000,40000,Diesel,Individual,Manual,Second Owner,1582,126.2,5,22
Maruti Swift Dzire Vdi BSIV,2012,371000,100000,Diesel,Individual,Manual,First Owner,1248,73.9,5,19.3
Tata Indica V2 DLX TC,2008,45000,60000,Diesel,Individual,Manual,Second Owner,1405,68,5,16.8
Volkswagen Vento Diesel Highline,2011,240000,110000,Diesel,Individual,Manual,First Owner,1598,103.6,5,20.54
Maruti Swift VDI BSIV,2014,495000,77215,Diesel,Individual,Manual,Second Owner,1248,74,5,25.2
Honda Jazz 1.2 S i VTEC,2015,671000,48228,Petrol,Dealer,Manual,First Owner,1199,88.7,5,18.7
Maruti Swift VDI Optional,2017,693000,58559,Diesel,Dealer,Manual,First Owner,1248,74,5,25.2
Honda City i DTec SV,2016,802999,50856,Diesel,Dealer,Manual,First Owner,1498,98.6,5,26
Honda City i VTEC VX,2017,890000,18300,Petrol,Individual,Manual,First Owner,1497,117.3,5,17.8
Maruti Swift LDI,2015,495000,59292,Diesel,Dealer,Manual,First Owner,1248,74,5,28.4
Maruti Celerio ZXI Optional AMT BSIV,2018,545000,10000,Petrol,Dealer,Automatic,First Owner,998,67.04,5,23.1
Maruti Baleno Zeta Automatic,2018,775000,21147,Petrol,Dealer,Automatic,First Owner,1197,83.1,5,21.4
Honda City i-DTEC ZX,2017,925000,69000,Diesel,Dealer,Manual,First Owner,1498,97.9,5,25.6
Maruti Swift AMT VDI,2018,790000,16000,Diesel,Dealer,Automatic,First Owner,1248,74,5,28.4
Maruti Baleno Delta,2017,620000,37000,Petrol,Dealer,Manual,First Owner,1197,81.8,5,21.01
Maruti Celerio VDi,2016,375000,61173,Diesel,Dealer,Manual,First Owner,793,47,5,27.62
Mahindra XUV500 W8 2WD,2014,850000,75000,Diesel,Dealer,Manual,First Owner,2179,140,7,15.1
Maruti Baleno Alpha CVT,2017,750000,51000,Petrol,Dealer,Automatic,First Owner,1197,81.8,5,19.56
Maruti Baleno Alpha,2018,775000,17000,Petrol,Dealer,Manual,First Owner,1197,81.8,5,21.01
Maruti Swift Vdi BSIII,2008,260000,100000,Diesel,Individual,Manual,Second Owner,1248,75,5,17.8
Maruti Celerio VXI,2017,380000,50000,Petrol,Individual,Manual,First Owner,998,67.04,5,23.1
Hyundai Grand i10 1.2 Kappa Sportz Option,2017,480000,60000,Petrol,Individual,Manual,First Owner,1197,81.86,5,18.9
Maruti Alto 800 LXI,2016,240000,35000,Petrol,Individual,Manual,Second Owner,796,47.3,5,22.74
Hyundai Verna 1.4 VTVT,2014,500000,33400,Petrol,Individual,Manual,First Owner,1396,105.5,5,17.43
Maruti Swift LXI Optional-O,2015,420000,36000,Petrol,Individual,Manual,First Owner,1197,83.11,5,20.4
Ford Figo Diesel ZXI,2011,130000,180000,Diesel,Individual,Manual,Second Owner,1399,68,5,20
Maruti Alto K10 2010-2014 VXI,2012,110000,80000,Petrol,Individual,Manual,First Owner,998,67.1,5,20.92
Maruti Alto LX BSIII,2007,120000,120000,Petrol,Individual,Manual,Second Owner,796,46.3,5,19.7
Maruti Swift Dzire AMT ZDI,2017,700000,80000,Diesel,Individual,Automatic,First Owner,1248,74.02,5,28.4
Maruti Swift Dzire LDI,2018,550000,120000,Diesel,Individual,Manual,First Owner,1248,74.02,5,28.4
Tata Indigo CS LX (TDI) BS-III,2014,190000,110000,Diesel,Individual,Manual,Second Owner,1405,69.01,5,19.09
Toyota Etios Liva 1.4 VD,2018,665000,70000,Diesel,Individual,Manual,First Owner,1364,67.04,5,23.59
Mahindra Xylo D4,2014,445000,120000,Diesel,Individual,Manual,Second Owner,2489,93.7,7,14.95
Hyundai i20 Magna 1.4 CRDi (Diesel),2012,340000,92686,Diesel,Dealer,Manual,Second Owner,1396,88.76,5,21.9
Hyundai Sonata 2.0L CRDi MT,2009,330000,180000,Diesel,Individual,Manual,First Owner,1991,142,5,13.6
Tata Manza Club Class Quadrajet90 LX,2012,270000,80000,Diesel,Individual,Manual,First Owner,1248,88.76,5,21.02
Mahindra XUV500 AT W8 FWD,2015,1044999,70000,Diesel,Individual,Automatic,First Owner,2179,140,7,16
Maruti Swift Ldi BSIV,2009,279000,117000,Diesel,Individual,Manual,First Owner,1248,75,5,17.8
Skoda Octavia L and K 1.9 TDI (MT),2007,250000,100000,Diesel,Individual,Manual,Second Owner,1896,122.4,5,16.6
Hyundai Verna 1.6 SX VTVT AT,2012,475000,83000,Petrol,Individual,Automatic,First Owner,1591,121.3,5,15.74
Hyundai EON Era Plus,2014,250000,80000,Petrol,Individual,Manual,Second Owner,814,55.2,5,21.1
Honda Amaze VX i-DTEC,2013,445000,100000,Diesel,Individual,Manual,First Owner,1498,98.6,5,25.8
Volkswagen Jetta 2.0 TDI Comfortline,2010,400000,100000,Diesel,Individual,Manual,First Owner,1896,105,5,15
Hyundai i20 1.4 CRDi Era,2010,350000,90000,Diesel,Individual,Manual,Second Owner,1396,90,5,23
Skoda Rapid Ultima 1.6 TDI Elegance,2012,295000,140000,Diesel,Individual,Manual,First Owner,1598,103.5,5,20.5
